idx,char_pos,cmdVx,cmdVy,cmdVw,ts
227,61784,0.35,0.0,0.0,2026-05-06 18:23:50.285
228,62198,0.35,0.0,0.0,2026-05-06 18:23:50.285
229,62494,0.35,0.0,0.0,2026-05-06 18:23:50.344
230,62825,0.35,0.0,0.0,2026-05-06 18:23:50.344
231,62984,0.35,0.0,0.0,2026-05-06 18:23:50.427
232,63201,0.35,0.0,0.0,2026-05-06 18:23:50.427
233,63473,0.35,0.0,0.0,2026-05-06 18:23:50.427
234,63691,0.35,0.0,0.0,2026-05-06 18:23:50.427
235,63963,0.35,0.0,0.0,2026-05-06 18:23:50.585
236,64293,0.35,0.0,0.0,2026-05-06 18:23:50.585
237,64340,0.35,0.0,0.0,2026-05-06 18:23:50.585
238,64678,0.35,0.0,0.0,2026-05-06 18:23:50.585
239,64916,0.35,0.0,0.0,2026-05-06 18:23:50.585
240,65134,0.35,0.0,0.0,2026-05-06 18:23:50.585
241,65430,0.35,0.0,0.0,2026-05-06 18:23:50.585
242,65650,0.35,0.0,0.0,2026-05-06 18:23:50.585
243,65832,0.35,0.0,0.0,2026-05-06 18:23:50.727
244,66164,0.35,0.0,0.0,2026-05-06 18:23:50.727
245,66323,0.35,0.0,0.0,2026-05-06 18:23:50.727
246,66542,0.35,0.0,0.0,2026-05-06 18:23:50.727
247,66780,0.35,0.0,0.0,2026-05-06 18:23:50.727
248,66997,0.35,0.0,0.0,2026-05-06 18:23:50.727
249,67269,0.35,0.0,0.0,2026-05-06 18:23:50.727
250,67604,0.35,0.0,0.0,2026-05-06 18:23:50.759
251,67651,0.3462,0.0,0.0,2026-05-06 18:23:50.759
252,67983,0.3454,0.0,0.0,2026-05-06 18:23:50.968
253,68221,0.337,0.0,0.0,2026-05-06 18:23:50.968
254,68440,0.337,0.0,0.0,2026-05-06 18:23:50.968
255,68739,0.3188,0.0,0.0,2026-05-06 18:23:50.968
256,68957,0.3188,0.0,0.0,2026-05-06 18:23:50.968
257,69173,0.2893,0.0,0.0,2026-05-06 18:23:50.968
258,69509,0.2836,0.0,0.0,2026-05-06 18:23:50.968
259,69615,0.2401,0.0,0.0,2026-05-06 18:23:50.968
260,69948,0.2312,0.0,0.0,2026-05-06 18:23:50.968
261,70130,0.1608,0.0,0.0,2026-05-06 18:23:50.968
